ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,ESTRATO,LLAVE_PANEL,CCDD,AREA,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,D341_T,D344,D347_T,D350,D351_T,I339_1,I342,I345_1,I348,INGTOT,INGTOTP,ingtrabw,RESIDENT,Informal_P,FAC300_ANUAL
2024,12,43899,6,0018,1,3,202412438996001813,18,1,3,5,1,2, ,1,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,12,43899,6,0019,1,3,202412438996001911,18,1,1,1,1,2, ,1,58,1,1,16,1,1966,1, , , , , , , , , , , , , , , ,4417,8412,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,2300, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , , , ,83,2300, , , ,2300,2300,2383,1,2,9.41209428606841
2024,12,43899,6,0019,1,3,202412438996001912,18,1,2,2,1,2, ,2,57,2,2,28,7,1967,1, , , , , , , , , , , , , , , ,9622,8521,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,1200, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,9,1, , , , ,50,1200, , , ,1200,1200,1250,1,2,9.07285908903156
2024,12,43899,6,0019,1,3,202412438996001913,18,1,3,3,1,2, ,1,25,3,3,24,12,1998,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,1,13,2,3,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,5, ,2,2,2,2,2,2,2,4,2, , , , , , , , , , , , ,1, ,15.5394250385655
2024,12,43899,6,0019,1,3,202412438996001914,18,1,4,3,1,2, ,2,21,4,4,20,2,2003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,13.0384860957791
2024,12,43899,6,0021,1,3,202412438996002111,18,1,1,1,1,2, ,2,62,1,1,16,7,1962,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,9.07285908903156
2024,12,43899,6,0021,1,3,202412438996002112,18,1,2,5,1,1, ,1,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , 
2024,12,43901,4,0026,1,3,202412439014002611,18,1,1,1,1,2, ,1,60,1,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,12,43901,4,0026,1,3,202412439014002612,18,1,2,2,1,2, ,2,60,2,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,12,43901,4,0026,1,3,202412439014002614,18,1,3,3,1,2, ,2,25,3,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,12,43901,4,0026,1,3,202412439014002613,18,1,4,3,1,2, ,2,20,4,4,4,8,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,39.0166658182662
2024,12,43901,4,0030,1,3,202412439014003011,18,1,1,1,1,2, ,1,42,1,1,9,1,1982,1, , , , , , , , , , , , , , , ,2611,6910,2, ,1, ,1,2,3,0,11,11,11,11,3,50, ,50,1, ,2, ,2,2, , , ,5000, , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,11,6, ,2,2,2,2,2,2,10,7,1, , , , , , ,5000, , ,5000,5000,5000,1,2,46.5005330591243
2024,12,43901,4,0030,1,3,202412439014003012,18,1,2,2,1,2, ,2,39,2,2,16,6,1985,1, , , , , , , , , , , , , , , ,2611,6910,2, ,1, ,1,2,0,8,8,8,8,8,4,44, ,44,1, ,1,1,1,2, , , ,2000, , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,2,2, ,2, ,12,2, ,2,2,2,2,2,2,10,9,1, , , , , , ,2000, , ,2000,2000,2000,1,2,32.4734699639768
2024,12,43901,4,0030,1,3,202412439014003013,18,1,3,3,1,2, ,2,14,3,3,24,1,2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,9,4, , , , , , , , , , , , ,1, ,38.4998257008563
2024,12,43901,4,0030,1,3,202412439014003014,18,1,4,3,1,2, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,12,43901,4,0030,1,3,202412439014003015,18,1,5,3,1,2, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,12,43901,4,0151,1,3,202412439014015111,18,1,1,1,1,2, ,1,58,1,1,13,10,1966,1, , , , , , , , , , , , , , , ,2330,8521,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,4500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1, , , , , ,4500, , , ,4500,4500,4500,1,2,28.1649675209168
2024,12,43901,4,0155,1,3,202412439014015511,18,1,1,1,1,2, ,2,63,1,1,20,2,1961,1, , , , , , , , , , , , , , , ,2341,8510,3,2, , ,5,9998,0,5,5,5,5,5,0,25, ,25,1, ,2, ,2,2,4,3400, , , , , , , , , , , , , , ,2,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , , , ,75,3400, , , ,3400,3400,3475,1,2,24.0729751055876
2024,12,43901,4,0155,1,3,202412439014015512,18,1,2,3,1,2, ,2,41,2,2,19,7,1983,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,32.4734699639768
2024,12,43901,4,0155,1,3,202412439014015513,18,1,3,5,1,2, ,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,12,43901,4,0155,1,3,202412439014015514,18,1,4,5,1,2, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,12,4390201,6,0053,1,3,20230943902016005311,18,1,1,1,1,2, ,2,48,1,1,16,11,1976,1, , , , , , , , , , , , , , , ,2221,8610,3,2, , ,5,9998,12,0,12,0,12,0,12,48, ,48,1, ,2, ,2,2,4,2500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , , , ,58,2500, , , ,2500,2500,2558,1,2,6.7119225776701
2024,12,4390201,6,0053,1,3,20230943902016005312,18,1,2,3,1,2, ,1,20,2,2,2,3,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,13.8209194319008
2024,12,4390201,6,0054,1,3,20230943902016005411,18,1,1,1,1,2, ,1,87,1,1,23,10,1937,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,16.0124246571922
2024,12,4391301,9,0080,1,3,20241243913019008011,18,1,1,1,1,2, ,1,43,1,1,29,12,1980,1, , , , , , , , , , , , , , , ,8133,4220,3,5,1, ,5,9998,0,12,0,12,0,12,12,48, ,48,1, ,2, ,2,2,4,2250, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,2,7,1, , , , ,366,2250, , , ,2250,2250,2616,1,2,7.90871648440835
2024,12,4391301,9,0080,1,3,20241243913019008012,18,1,2,2,1,2, ,2,48,2,2,30,10,1976,1, , , , , , , , , , , , , , , ,6111,113,2, ,3,2,1,1,0,0,0,0,0,9,9,18, ,18,1, ,1,2,2,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,2,2,1, ,5, , , , ,36, , ,41,41,41,1,1,4.61758849249946
2024,12,4391301,9,0080,1,3,20241243913019008013,18,1,3,3,1,2, ,1,22,3,3,10,7,2002,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,1,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,6.99644045290911
2024,12,4391301,9,0080,1,3,20241243913019008014,18,1,4,3,1,2, ,1,20,4,4,25,10,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,1,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,8.43078160606215
2024,12,4391301,9,0080,1,3,20241243913019008015,18,1,5,3,1,2, ,1,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,12,4391301,9,0081,1,3,20241243913019008111,18,1,1,1,1,2, ,2,26,1,1,25,3,1998,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,5.52302200242518
2024,12,4391301,9,0081,1,3,20241243913019008112,18,1,2,2,1,2, ,1,28,2,2,30,8,1996,1, , , , , , , , , , , , , , , ,9313,4100,3,5,3,2,1,7,0,8,8,8,8,8,8,48, ,48,1, ,1,1,1,1,2,600, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1, , , , , ,2598, , , ,2598,2598,2598,1,1,7.93781017766912
2024,12,4391301,9,0174,1,3,20241243913019017411,18,1,1,1,1,2, ,2,41,1,1,20,11,1983,1, , , , , , , , , , , , , , , ,3314,5610,2, ,3,2,1,2,0,0,0,0,7,7,7,21, ,48,2,48,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,2,2,1, ,173, , , , ,2000, , ,2173,2173,2173,1,1,7.34807823715547
2024,12,4391301,9,0174,1,3,20241243913019017412,18,1,2,3,1,2, ,2,19,2,2,30,4,2005,1, , , , , , , , , , , , , , , ,9412,5610,4, ,3,2,1,2,3,0,3,3,3,3,3,18, ,18,1, ,1,1,1, , , , , , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,2,1, , , , , , , , , ,0,0,0,1,1,6.6358755012815
2024,12,4391301,9,0174,1,3,20241243913019017413,18,1,3,3,1,2, ,2,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,12,4391301,9,0175,1,3,20241243913019017511,18,1,1,1,1,2, ,2,44,1,1,15,1,1980,1, , , , , , , , , , , , , , , ,9211,113,3,5,3,2,1,3,0,8,8,0,0,0,0,16, ,16,1, ,1,1,1,1,2,50,10, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,1,43, , , , ,217, , , ,260,260,260,1,1,7.34807823715547
2024,12,4391301,9,0175,1,3,20241243913019017512,18,1,2,3,1,2, ,2,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,12,43914,11,0058,1,3,2024094391411005811,18,1,1,1,1,2, ,1,41,1,1,26,9,1983,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,1,13,3,3,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,2,2, , , , , , , , , , , , ,1, ,6.11159510808936
2024,12,43914,11,0058,1,3,2024124391411005812,18,1,2,2,1,2, ,2,43,2,2,2,3,1981,1, , , , , , , , , , , , , , , ,9112,8121,3,5,1, ,5,9998,8,8,8,8,8,8,0,48, ,48,1, ,2, ,2,2,4,1580, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,1, , , , ,275,1580, , , ,1580,1580,1855,1,2,5.67835237191674
2024,12,43914,11,0058,1,3,2024124391411005813,18,1,3,3,1,2, ,2,23,3,3,26,3,2001,1, , , , , , , , , , , , , , , ,4417,8530,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,2000, , , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,1,1,1, , , , , ,2000, , , ,2000,2000,2000,1,1,5.12798560063138
2024,12,43914,11,0058,1,3,2024094391411005812,18,1,4,3,1,2, ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,12,43914,11,0146,1,3,2024094391411014611,18,1,1,1,1,2, ,1,44,1,1,5,12,1980,1, , , , , , , , , , , , , , , ,8331,4921,3,5,2,1,1,4,0,9,9,9,9,9,9,54, ,54,1, ,2, ,2,2,2,600, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,2,2,1, , , , , ,2598, , , ,2598,2598,2598,1,1,6.13407775413683
2024,12,43914,11,0146,1,3,2024094391411014612,18,1,2,2,1,2, ,2,42,2,2,15,5,1982,1, , , , , , , , , , , , , , , ,9211,113,3,5,3,2,1,7,0,8,0,0,0,8,0,16, ,16,1, ,2, ,2,2,2,160, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,2,2,1, , , , , ,693, , , ,693,693,693,1,1,5.67835237191674
2024,12,43914,11,0146,1,3,2024094391411014613,18,1,3,3,1,2, ,1,21,3,3,6,8,2003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,2,4, , , , , , , , , , , , ,1, ,6.5150298057288
2024,12,43914,11,0146,1,3,2024094391411014614,18,1,4,3,1,2, ,1,19,4,4,12,12,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,2,4, , , , , , , , , , , , ,1, ,6.5150298057288
2024,12,43914,11,0148,1,3,2024124391411014811,18,1,1,1,1,2, ,1,73,1,1,14,8,1951,1, , , , , , , , , , , , , , , ,8322,4922,2, ,3,2,1,1,7,6,6,6,6,6,7,44, ,44,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,2,1, , , , , , ,753, , ,753,753,753,1,1,7.54808132828007
2024,12,43914,11,0148,1,3,2024124391411014812,18,1,2,2,1,2, ,2,56,2,2,24,7,1968,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,3.56832000458802
2024,12,43915,3,0020,1,3,202312439153002011,18,1,1,1,1,2, ,1,30,1,1,1,8,1994,1, , , , , , , , , , , , , , , ,9621,4630,3,5,1, ,5,9998,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4, , , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , ,1500, , , ,1500,1500,1500,1,2, 
2024,12,43915,3,0020,1,3,202312439153002012,18,1,2,2,1,2, ,2,30,2,2,12,4,1994,1, , , , , , , , , , , , , , , ,5131,5610,3,5,3,2,1,2,10,0,0,10,10,10,10,50, ,50,1, ,1,2,2,2,2,250,50, , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,5,2,2,2,2,2,2,10,9,1,217, , , , ,1083, , , ,1300,1300,1300,1,1, 
2024,12,43915,3,0020,1,3,202312439153002014,18,1,3,3,1,2, ,2,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,12,43915,3,0020,1,3,202312439153002015,18,1,4,3,1,2, ,2,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,12,43915,3,0020,1,3,202403439153002016,18,1,5,3,1,2, ,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,12,43915,3,0022,1,3,202312439153002211,18,1,1,1,1,2, ,2,43,1,1,28,12,1980,1, , , , , , , , , , , , , , , ,5213,4781,2, ,3,2,1,1,8,5,6,6,6,6,6,43, ,43,1, ,1,2,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,2,2,1, ,1500, , , , ,880, , ,2380,2380,2380,1,1,10.4480487247888
2024,12,43915,3,0022,1,3,202312439153002213,18,1,2,3,1,2, ,2,26,2,2,15,1,1998,1, , , , , , , , , , , , , , , ,4417,8530,3,5,2,2,1,5,0,0,6,6,6,6,10,34, ,34,1, ,2, ,2,2,4,600, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,1,1, , , , , ,600, , , ,600,600,600,1,1,7.85304689566795
2024,12,43915,3,0025,1,3,202403439153002511,18,1,1,1,1,2, ,2,46,1,1,7,1,1978,1, , , , , , , , , , , , , , , ,5213,4789,2, ,2,2,1,1,0,0,0,0,0,5,6,11, ,35,2,35,2, ,2,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , , , , , ,233, , ,233,233,233,1,2,5.82155841775263
2024,12,43915,3,0025,1,3,202403439153002512,18,1,2,3,1,2, ,1,15,2,1,18,1,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,9,4, , , , , , , , , , , , ,1, ,9.94806375120681
2024,12,43915,3,0025,1,3,202403439153002513,18,1,3,3,1,2, ,1,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,12,43915,3,0026,1,3,202403439153002611,18,1,1,1,1,2, ,2,49,1,1,6,9,1975,1, , , , , , , , , , , , , , , ,4321,8411,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,1,2,2,2,4,1800, , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,8,2, ,2,2,2,2,2,2,10,7,1, , , , , ,1800, , , ,1800,1800,1800,1,1,5.82155841775263
2024,12,43916,9,0085,1,3,202412439169008511,18,1,1,1,1,2, ,1,48,1,1,26,7,1976,1, , , , , , , , , , , , , , , ,6122,146,2, ,2,1,1,1,4,4,4,4,4,4,4,28,48,76,1, ,2, ,2,2, , , , , , , ,1500, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,2,2,1, ,33, , , , ,184, ,1500,1717,217,1717,1,1,9.79976796919414
2024,12,43916,9,0085,1,3,202412439169008512,18,1,2,2,1,2, ,2,46,2,2,23,1,1978,1, , , , , , , , , , , , , , , ,9112,8121,3,4,1, ,2,25,8,0,8,8,8,8,8,48,30,78,1, ,2, ,2,2,4,1050, , , , , ,300,50, , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,7,1, , , ,50,255,1050, , ,300,1400,1050,1655,1,2,6.45406364331129
2024,12,43916,9,0085,1,3,202412439169008513,18,1,3,3,1,2, ,1,20,3,3,16,6,2004,1, , , , , , , , , , , , , , , ,9313,4100,3,5,3,2,1,9,0,8,8,8,8,8,8,48, ,48,1, ,1,2,2,2,2,680, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , ,2944, , , ,2944,2944,2944,1,1,9.77901604550969
